summoner,region,rank,tier,lp,most_champion_1,most_champion_2,most_champion_3,level,win,loss,winrate
민철이여친구함 #0415,kr,1,CHALLENGER,2284.0,Sylas,Hwei,Yone,625,310,195,0.61
클래식좀들어라 #KR2,kr,10,CHALLENGER,1493.0,Nidalee,Lillia,Lee Sin,559,232,160,0.59
다훈갓 #Bard,kr,100,CHALLENGER,1078.0,Bard,Nautilus,Brand,694,151,107,0.59
DK Garden #jiman,kr,101,CHALLENGER,1076.0,Yone,Sylas,Aurora,345,260,211,0.55
Zac #KR1,kr,102,CHALLENGER,1075.0,Zac,Ivern,Skarner,467,481,428,0.53
투정꾼 #FA1,kr,103,CHALLENGER,1074.0,Orianna,Aurora,Yone,605,471,417,0.53
fuxiaomei #33333,kr,104,CHALLENGER,1073.0,Corki,Yone,Jhin,307,248,202,0.55
dice #33332,kr,105,CHALLENGER,1073.0,Yone,Sylas,Hwei,705,173,123,0.58
zhang wen zi #KR1,kr,106,CHALLENGER,1070.0,Viego,Graves,Diana,388,281,229,0.55
미 생 #未 生,kr,107,CHALLENGER,1069.0,Corki,Jhin,Ezreal,146,150,94,0.61
Casting #KR11,kr,108,CHALLENGER,1069.0,Aurora,Jax,Gnar,731,279,219,0.56
마이냥 #1210,kr,109,CHALLENGER,1068.0,Zyra,Viego,Lee Sin,629,180,132,0.58
Ivory #1012,kr,11,CHALLENGER,1485.0,Yone,Aurora,Viego,294,447,394,0.53
나는먼지 #KR11,kr,110,CHALLENGER,1068.0,Rell,Poppy,Rakan,758,230,182,0.56
피파가더재밌어요 #KR1,kr,111,CHALLENGER,1066.0,Sylas,Ahri,Galio,166,123,64,0.66
강하다 별 #사실약함,kr,112,CHALLENGER,1065.0,Rumble,Jax,Renekton,928,323,271,0.54
기드온 #KR22,kr,113,CHALLENGER,1065.0,Xin Zhao,Graves,Lee Sin,832,261,218,0.54
Banye Kami #1106,kr,114,CHALLENGER,1063.0,Kai'Sa,Jhin,Varus,233,272,224,0.55
長幼有序 #進退兩難,kr,115,CHALLENGER,1063.0,Gragas,Viego,Graves,599,314,264,0.54
qweracdsc1qs #KR2,kr,116,CHALLENGER,1061.0,Jhin,Kai'Sa,Ashe,618,246,205,0.55
zijianqaq #捷特大王,kr,117,CHALLENGER,1060.0,Graves,Tristana,Zyra,215,137,94,0.59
어q어 #8468,kr,118,CHALLENGER,1059.0,Caitlyn,Jhin,Jinx,415,272,218,0.56
Naruto #Helix,kr,119,CHALLENGER,1058.0,Yasuo,Yone,Nautilus,329,175,130,0.57
M G #2821,kr,12,CHALLENGER,1473.0,Sylas,Taliyah,Swain,872,351,292,0.55
막판스퍼트 #KR0,kr,120,CHALLENGER,1058.0,Lee Sin,Nidalee,Kindred,478,198,145,0.58
1vsAll #KR1,kr,121,CHALLENGER,1057.0,Xin Zhao,Udyr,Gragas,389,208,166,0.56
정루피 #LOOPY,kr,122,CHALLENGER,1054.0,Corki,Ashe,Varus,324,436,376,0.54
Top PotFriend #1557,kr,123,CHALLENGER,1053.0,Maokai,Pantheon,Renekton,169,444,401,0.53
zcxczxxzcxcz #KR0,kr,124,CHALLENGER,1051.0,Zoe,Akali,Yone,412,230,182,0.56
HLE 팬서 #KR1,kr,125,CHALLENGER,1051.0,K'Sante,Renekton,Ambessa,661,315,260,0.55
waitwaitwait #K R 1,kr,126,CHALLENGER,1050.0,Rell,Nautilus,Pyke,86,299,236,0.56
Season of Leaves #1031,kr,127,CHALLENGER,1049.0,Aphelios,Varus,Caitlyn,970,207,155,0.57
hwaljjak #활짝웃어,kr,128,CHALLENGER,1043.0,Poppy,Braum,Skarner,639,446,397,0.53
DRX ucal #2025,kr,129,CHALLENGER,1040.0,Aurora,Neeko,Smolder,617,188,138,0.58
fa ady #kr3,kr,13,CHALLENGER,1466.0,Pantheon,K'Sante,Ambessa,747,489,419,0.54
haiyaoduojiu #1111,kr,130,CHALLENGER,1037.0,Nautilus,Rell,Renata Glasc,520,410,360,0.53
是缘总会圆 #yue,kr,131,CHALLENGER,1034.0,Graves,Viego,Nidalee,208,241,184,0.57
이 차가 식기전에 #KR1,kr,132,CHALLENGER,1034.0,Hecarim,Viego,Lillia,844,207,168,0.55
Paker #mid,kr,133,CHALLENGER,1033.0,Yone,Azir,Syndra,143,263,213,0.55
Epilogue for you #EP1,kr,134,CHALLENGER,1033.0,Viego,Lee Sin,Graves,975,430,382,0.53
상욱Ryu #KR1,kr,135,CHALLENGER,1033.0,K'Sante,Ambessa,Jax,479,241,191,0.56
Swamp #0916,kr,136,CHALLENGER,1033.0,Vi,Zyra,Sejuani,970,179,128,0.58
오브크 #케이알원,kr,137,CHALLENGER,1029.0,Udyr,Ornn,Garen,235,157,109,0.59
SOOP 핏빛계약 #신을저주해,kr,138,CHALLENGER,1028.0,Vladimir,Kennen,Braum,238,269,222,0.55
니 아 #KR00,kr,139,CHALLENGER,1024.0,Rell,Nautilus,Alistar,795,278,232,0.55
xiaofang #qaq,kr,14,CHALLENGER,1458.0,Viego,Zyra,Graves,83,292,230,0.56
May #0411,kr,140,CHALLENGER,1022.0,Jhin,Ashe,Aphelios,159,229,180,0.56
쭌 베 #KR1,kr,141,CHALLENGER,1021.0,Lissandra,Galio,Nautilus,734,136,88,0.61
Re0 #2007,kr,142,CHALLENGER,1019.0,Skarner,Ivern,Viego,263,305,265,0.54
炼铜术士 #8964,kr,143,CHALLENGER,1018.0,K'Sante,Maokai,Lee Sin,145,381,332,0.53
239476 #000,kr,144,CHALLENGER,1018.0,Ashe,Jhin,Caitlyn,788,268,219,0.55
여우비 #rxin,kr,145,CHALLENGER,1017.0,Qiyana,Yone,Ahri,728,170,116,0.59
파랑새 #설한결,kr,146,CHALLENGER,1016.0,Braum,Rell,Seraphine,192,474,425,0.53
Pink #KR333,kr,147,CHALLENGER,1016.0,Nidalee,Lee Sin,Graves,216,112,58,0.66
채팅치면대충함 #123,kr,148,CHALLENGER,1015.0,Sylas,Yone,Azir,66,180,120,0.6
뇌 녹 사 #KR1,kr,149,CHALLENGER,1015.0,Pantheon,Mordekaiser,Jhin,818,324,285,0.53
FATE #KR2,kr,15,CHALLENGER,1455.0,Yone,Sylas,Orianna,540,236,182,0.56
Chama #kr2,kr,150,CHALLENGER,1015.0,Yasuo,Yone,,398,111,61,0.65
알파메일이태영 #0707,kr,151,CHALLENGER,1015.0,Rumble,Pyke,Rakan,840,164,108,0.6
전민혁 #KR1,kr,152,CHALLENGER,1015.0,Warwick,Aatrox,Maokai,1114,344,298,0.54
PCR #337,kr,153,CHALLENGER,1014.0,Jhin,Ashe,Jinx,367,213,164,0.56
길가다가까까사달라고조르는이도윤 #KR1,kr,154,CHALLENGER,1013.0,Hwei,Corki,Ahri,261,250,200,0.56
데이스타 #0923,kr,155,CHALLENGER,1012.0,Yone,Sylas,Aurora,238,332,281,0.54
소년가장 원딜 #KR1,kr,156,CHALLENGER,1012.0,Ezreal,Caitlyn,Jhin,458,141,91,0.61
Heru #KR821,kr,157,CHALLENGER,1010.0,Yone,Sylas,Ahri,944,440,394,0.53
Michelin #KR2,kr,158,CHALLENGER,1009.0,Ezreal,Caitlyn,Jhin,491,261,212,0.55
mikasa #KR11,kr,159,CHALLENGER,1008.0,Viego,Lee Sin,Graves,184,212,159,0.57
FOX Career #0829,kr,16,CHALLENGER,1426.0,Poppy,Pyke,Lee Sin,247,374,314,0.54
로키의 코 드리블 #2004,kr,160,CHALLENGER,1008.0,Aurora,Sylas,Yone,740,526,475,0.53
alea iacta est #3516,kr,161,CHALLENGER,1008.0,Akali,Yone,Aurora,699,108,57,0.65
0o0 #청풍명월,kr,162,CHALLENGER,1007.0,Rell,Poppy,Nautilus,234,195,152,0.56
Zed99 #0310,kr,163,CHALLENGER,1006.0,Zed,Sylas,Renekton,609,123,69,0.64
Xbear7 #777,kr,164,CHALLENGER,1005.0,Rell,Nautilus,Rakan,418,300,259,0.54
dydwns7667 #7667,kr,165,CHALLENGER,1005.0,Aurora,Galio,Taliyah,615,164,121,0.58
백 호 #9005,kr,166,CHALLENGER,1005.0,Lee Sin,Jhin,Ashe,802,249,204,0.55
lamb #zzy,kr,167,CHALLENGER,1004.0,K'Sante,Gnar,Jax,247,332,293,0.53
누가 최고야 #KR1,kr,168,CHALLENGER,1004.0,Jhin,Kai'Sa,Jinx,636,308,250,0.55
라쿤99 #KR1,kr,169,CHALLENGER,1004.0,Zyra,Graves,Ziggs,611,224,175,0.56
Happy #day12,kr,17,CHALLENGER,1401.0,Rell,Poppy,Bard,667,355,289,0.55
Lovepanpan #KR1,kr,170,CHALLENGER,1003.0,Rell,Rakan,Nautilus,553,303,253,0.54
Azhy #KR1,kr,171,CHALLENGER,1002.0,Riven,Kennen,Nautilus,1116,140,86,0.62
BeryL #KR33,kr,172,CHALLENGER,1002.0,Rell,Bard,Alistar,703,197,144,0.58
렛츠고 박석현 #123,kr,173,CHALLENGER,1001.0,Corki,Ashe,Lee Sin,232,260,213,0.55
관 모 #KR2,kr,174,CHALLENGER,1001.0,Viego,Graves,Lee Sin,999,329,290,0.53
Ghost #장드래곤준,kr,175,CHALLENGER,1001.0,Varus,Ashe,Kai'Sa,662,193,146,0.57
딸기따르트으 #KR1,kr,176,CHALLENGER,1000.0,K'Sante,Yone,Renekton,618,393,353,0.53
젠레스존제로우 #KR1,kr,177,CHALLENGER,999.0,Corki,Ashe,Rakan,364,160,110,0.59
냐하하 #2698,kr,178,CHALLENGER,998.0,Orianna,Hwei,Aurora,522,235,179,0.57
김도현 #토근이,kr,179,CHALLENGER,998.0,Irelia,K'Sante,Akali,964,243,210,0.54
카 엘 #0211,kr,18,CHALLENGER,1387.0,Poppy,Jhin,Alistar,575,190,130,0.59
카르마 룰루 #kr97,kr,180,CHALLENGER,997.0,Lulu,Karma,Nunu & Willump,64,78,47,0.62
웨이러미닛 #511,kr,181,CHALLENGER,997.0,Aurora,Yone,Corki,227,116,72,0.62
해 태 #T 1,kr,182,CHALLENGER,996.0,Ambessa,Gnar,Jax,715,460,408,0.53
모든일은같이 #KR1,kr,183,CHALLENGER,996.0,Yone,Sylas,Aurora,363,236,176,0.57
정글 가이 #jug,kr,184,CHALLENGER,995.0,Graves,Nunu & Willump,Lee Sin,51,161,98,0.62
읽씹맨 #KR1,kr,185,CHALLENGER,995.0,Ashe,Caitlyn,Varus,744,233,187,0.55
카무사리 #222,kr,186,CHALLENGER,994.0,Jhin,Pyke,Poppy,388,121,83,0.59
마리골드 #AfTV,kr,187,CHALLENGER,994.0,Zac,Garen,Vladimir,270,142,93,0.6
허거덩 #lulu,kr,188,CHALLENGER,989.0,Lulu,Katarina,Corki,198,259,216,0.55
HLE 크래커 #안 메,kr,189,CHALLENGER,989.0,Poppy,Blitzcrank,Rell,372,311,264,0.54
민 재 #555,kr,19,CHALLENGER,1355.0,Viego,Nidalee,Lee Sin,371,431,381,0.53
바들바들동물콘 #4992,kr,190,CHALLENGER,988.0,Aurora,Hwei,Yone,422,184,131,0.58
HWICHAN #T 1,kr,191,CHALLENGER,988.0,Sylas,Aurora,Yone,728,267,225,0.54
Snow #hog,kr,192,CHALLENGER,987.0,Nidalee,Elise,Ziggs,66,257,192,0.57
ADINAKIGN #7339,kr,193,CHALLENGER,985.0,Ashe,Corki,Caitlyn,175,138,87,0.61
Shylie #KR1,kr,194,CHALLENGER,984.0,Zyra,Viego,Graves,421,265,221,0.55
따봉 람머스 #KR1,kr,195,CHALLENGER,984.0,Ambessa,Aurora,Jax,746,354,303,0.54
모나XahegaoX감우 #KR1,kr,196,CHALLENGER,982.0,Hecarim,Viego,Nocturne,387,108,58,0.65
86921198del #KR1,kr,197,CHALLENGER,982.0,Xerath,Vex,Ziggs,115,344,303,0.53
럭 스 #1 등,kr,198,CHALLENGER,982.0,Lux,Blitzcrank,Xerath,437,293,261,0.53
传奇传奇 #KR999,kr,199,CHALLENGER,982.0,Lissandra,Zilean,Corki,640,268,224,0.54
칼과 창 방패 #KR1,kr,2,CHALLENGER,1711.0,Warwick,Poppy,Renekton,819,209,133,0.61
Sylvie #77777,kr,20,CHALLENGER,1349.0,Viego,Lee Sin,Graves,675,214,159,0.57
스타 이렐 #9999,kr,200,CHALLENGER,980.0,Irelia,Akali,Pyke,224,155,108,0.59
sunghyuk39 #KR1,kr,201,CHALLENGER,980.0,Viego,Lee Sin,Graves,466,163,116,0.58
Peyz #KR11,kr,202,CHALLENGER,978.0,Ezreal,Ashe,Varus,781,124,72,0.63
meitianfankun #1126,kr,203,CHALLENGER,978.0,Hwei,Galio,Orianna,707,186,138,0.57
FA MID #2004,kr,204,CHALLENGER,977.0,Sylas,Yone,Hwei,440,362,319,0.53
꽃잎은 지고 #1997,kr,205,CHALLENGER,977.0,Nidalee,Elise,Graves,536,144,102,0.59
JZADfans #KR1,kr,206,CHALLENGER,976.0,Zyra,Skarner,Lee Sin,195,212,164,0.56
양여명 #KR1,kr,207,CHALLENGER,975.0,Aurora,Corki,Azir,563,371,333,0.53
抖音寻寻觅觅 #xm166,kr,208,CHALLENGER,974.0,Rek'Sai,Nidalee,Wukong,196,285,235,0.55
피그차이나 #KR1,kr,209,CHALLENGER,974.0,Ezreal,Caitlyn,Kalista,352,162,107,0.6
DK Lucid #KR1,kr,21,CHALLENGER,1343.0,Viego,Kindred,Skarner,640,169,105,0.62
Berrrrrr #KR3,kr,210,CHALLENGER,974.0,Poppy,Rell,Pyke,877,430,382,0.53
대광 #God,kr,211,CHALLENGER,974.0,Sylas,Yone,Aurora,616,271,226,0.55
GEN Namgung #2025,kr,212,CHALLENGER,973.0,Rell,Poppy,Rakan,173,180,140,0.56
Saint #KR0,kr,213,CHALLENGER,973.0,Aurora,Sylas,Graves,666,163,124,0.57
롤스타팀 웅이 #KR321,kr,214,CHALLENGER,973.0,Rell,Pyke,Poppy,335,139,91,0.6
하이프 #KR9,kr,215,CHALLENGER,972.0,Corki,Kai'Sa,Ashe,629,202,158,0.56
DRX Andil #2025,kr,216,CHALLENGER,971.0,Rell,Blitzcrank,Leona,294,211,163,0.56
헤 돈 #KR1,kr,217,CHALLENGER,971.0,Twisted Fate,Orianna,Gragas,712,156,110,0.59
나는바람을부르고비를부르 #123,kr,218,CHALLENGER,970.0,Viego,Skarner,Graves,138,214,175,0.55
i go to home #KR3,kr,219,CHALLENGER,970.0,Nidalee,Elise,Lee Sin,170,129,73,0.64
lulu #yaha,kr,22,CHALLENGER,1331.0,Pyke,Varus,Jhin,65,187,101,0.65
1010 #0208,kr,220,CHALLENGER,970.0,Ekko,Kennen,Rakan,561,93,45,0.67
누구를위하여표창을날리나 #MSJU,kr,221,CHALLENGER,968.0,Kennen,Fiora,Camille,73,160,105,0.6
Wet #KR3,kr,222,CHALLENGER,967.0,Graves,Viego,Nidalee,96,108,60,0.64
DODARI #KR1,kr,223,CHALLENGER,967.0,Bard,Sion,,393,126,74,0.63
핏빛 계약 #KR1,kr,224,CHALLENGER,967.0,Vladimir,Nautilus,Braum,1020,169,124,0.58
승지부기 #KR1,kr,225,CHALLENGER,965.0,Bard,Lulu,Karma,262,123,71,0.63
김민교 수제자 #KR1,kr,226,CHALLENGER,964.0,Cassiopeia,Viego,K'Sante,280,158,115,0.58
DRX #kr11,kr,227,CHALLENGER,964.0,Poppy,Leona,Blitzcrank,1030,320,275,0.54
Suiheisen #496,kr,228,CHALLENGER,964.0,Yone,Ahri,Tristana,571,205,166,0.55
쑤셔쑤셔 #444,kr,229,CHALLENGER,963.0,Corki,Aphelios,Ashe,1059,286,246,0.54
저승민 #이승민,kr,23,CHALLENGER,1330.0,Gnar,Jax,Gragas,634,196,135,0.59
Hard boy #2002,kr,230,CHALLENGER,961.0,Yone,Galio,Hwei,143,204,162,0.56
天下 第一 #CN1,kr,231,CHALLENGER,961.0,Jax,Maokai,Gnar,150,135,84,0.62
어색했 #KR1,kr,232,CHALLENGER,961.0,Fiora,Renekton,Camille,580,295,245,0.55
0l불 밖은 우l험ぁH #zzZ,kr,233,CHALLENGER,958.0,Lee Sin,Graves,Nidalee,362,351,312,0.53
yukino cat #cat,na,1,CHALLENGER,2089.0,Viego,Ekko,Qiyana,748,218,130,0.63
Ctr1 V #NA1,na,10,CHALLENGER,1440.0,Skarner,Zac,Graves,62,121,44,0.73
Trailblaze #Stars,na,100,CHALLENGER,873.0,Dr. Mundo,Poppy,Gragas,778,169,117,0.59
xeirzo #gwen,na,101,CHALLENGER,869.0,Gwen,Corki,Vayne,255,317,271,0.54
Sharpe #NA1,na,102,CHALLENGER,866.0,Lux,Seraphine,Senna,674,127,87,0.59
TymMio #DaHoe,na,103,CHALLENGER,866.0,Rell,Seraphine,Senna,1215,253,216,0.54
Jauny #2001,na,104,CHALLENGER,865.0,Jax,Gnar,Camille,719,192,157,0.55
Nerfing #0001,na,105,CHALLENGER,862.0,Karma,Lulu,Seraphine,83,97,55,0.64
lllllllllllll #God,na,106,CHALLENGER,860.0,Jax,Aurora,K'Sante,975,253,212,0.54
Music #NA2,na,107,CHALLENGER,860.0,Graves,Viego,Skarner,192,93,51,0.65
Hiccup1357 #duck,na,108,CHALLENGER,858.0,Lulu,Nami,Karma,863,247,208,0.54
BOBtimer #tank,na,109,CHALLENGER,858.0,Poppy,Skarner,Sejuani,960,256,218,0.54
Pentaless #NA1,na,11,CHALLENGER,1399.0,Nunu & Willump,Skarner,Sion,359,296,237,0.56
Fishlord #Swain,na,110,CHALLENGER,856.0,Swain,Syndra,Cassiopeia,793,248,201,0.55
strawberi #泡泡兔,na,111,CHALLENGER,855.0,Seraphine,Lux,Lulu,1162,265,224,0.54
Good Boi #NA1,na,112,CHALLENGER,855.0,Caitlyn,Jhin,Corki,868,153,113,0.58
LowKeySavagé #NA1,na,113,CHALLENGER,849.0,Syndra,Jayce,LeBlanc,307,161,116,0.58
Harmony #NA2,na,114,CHALLENGER,849.0,Karma,Seraphine,Nami,70,105,64,0.62
Shiku #2004,na,115,CHALLENGER,847.0,Rell,Senna,Nautilus,1501,217,180,0.55
Besso #NA1,na,116,CHALLENGER,847.0,Kled,Gnar,Yorick,225,208,176,0.54
Buffing #0001,na,117,CHALLENGER,845.0,Karma,Seraphine,Zyra,1221,110,71,0.61
Dhokla #NA1,na,118,CHALLENGER,844.0,Ambessa,Jayce,Jax,807,337,306,0.52
Eclipse #NA 1,na,119,CHALLENGER,839.0,Jax,Renekton,Riven,812,176,133,0.57
Neøø #1012,na,12,CHALLENGER,1386.0,Corki,Kalista,Jinx,1127,143,78,0.65
WX HERD VD #NA1,na,120,CHALLENGER,835.0,Morgana,Nocturne,Karthus,248,173,137,0.56
Ahj #YONE,na,121,CHALLENGER,834.0,Yone,Ahri,Hwei,985,299,277,0.52
곰돌이 푸 #0000,na,122,CHALLENGER,833.0,Jayce,Lee Sin,Kai'Sa,421,230,194,0.54
quancutengokngek #204,na,123,CHALLENGER,833.0,Rammus,Fiddlesticks,Malphite,355,136,96,0.59
Maxander #NA1,na,124,CHALLENGER,832.0,Viego,Bel'Veth,Graves,1278,239,213,0.53
ANDOQS #4444,na,125,CHALLENGER,832.0,Jhin,Ahri,Caitlyn,617,164,129,0.56
Haxorr TTV #HAXOR,na,126,CHALLENGER,831.0,Jax,Fiora,Aatrox,648,315,279,0.53
Palco #ガレンOP,na,127,CHALLENGER,829.0,Garen,Darius,Tryndamere,608,223,180,0.55
3in1warrior #NA1,na,128,CHALLENGER,828.0,Renekton,Camille,Ambessa,472,189,152,0.55
M7 Ghost #lll,na,129,CHALLENGER,828.0,Ambessa,Gnar,Gragas,385,113,64,0.64
Masquerade Asuna #Yuuki,na,13,CHALLENGER,1378.0,Kennen,Orianna,Corki,434,444,404,0.52
Afflictive #藍月なくる,na,130,CHALLENGER,826.0,Soraka,Zilean,Rakan,475,255,218,0.54
Dandadan #GOAT,na,131,CHALLENGER,826.0,Corki,Garen,Ashe,178,137,98,0.58
Fudgecakey #5811,na,132,CHALLENGER,824.0,Yone,Ambessa,Jax,765,159,108,0.6
Subaru Natsuki #Smile,na,133,CHALLENGER,824.0,Lissandra,Ahri,Ezreal,1009,238,211,0.53
少年的剑 #vamks,na,134,CHALLENGER,824.0,LeBlanc,Ryze,Yone,462,259,227,0.53
ARMAO #NA1,na,135,CHALLENGER,824.0,Elise,Viego,Lee Sin,381,126,85,0.6
skypture #slump,na,136,CHALLENGER,823.0,Ashe,Lucian,Jinx,713,414,379,0.52
Sophist Sage #0409,na,137,CHALLENGER,821.0,Jhin,Ashe,Caitlyn,736,186,152,0.55
知 我 #0727,na,138,CHALLENGER,819.0,Graves,Viego,Nidalee,275,114,76,0.6
Busio JNG #NA1,na,139,CHALLENGER,818.0,Vel'Koz,Sylas,Syndra,153,82,37,0.69
blinker #lll,na,14,CHALLENGER,1374.0,Gnar,Ambessa,Camille,108,141,78,0.64
chocolate rain #LFG,na,140,CHALLENGER,817.0,Udyr,Viego,Skarner,387,202,162,0.55
UCI duong pro #NA1,na,141,CHALLENGER,817.0,Viego,Nidalee,Lee Sin,271,396,363,0.52
Cendi #NA1,na,142,CHALLENGER,817.0,Lucian,Varus,Ezreal,745,178,137,0.57
Devost #4571,na,143,CHALLENGER,817.0,Jayce,K'Sante,Fiora,228,354,322,0.52
snarkyy #krule,na,144,CHALLENGER,817.0,Syndra,Orianna,Sylas,610,156,122,0.56
xxxigbdrgn #0307,vn,1,CHALLENGER,1829.0,Lee Sin,Viego,Skarner,1663,219,139,0.61
hiền từ Tuấn Huy #2k3,vn,10,CHALLENGER,1366.0,Kennen,Renekton,Gnar,800,242,175,0.58
Gok Gymer #thien,vn,100,CHALLENGER,784.0,Graves,Lee Sin,Viego,887,267,226,0.54
Juvyaaa #4evr,vn,101,CHALLENGER,783.0,Evelynn,Yone,Soraka,1168,493,458,0.52
Jinwoo #7979,vn,102,CHALLENGER,782.0,Kai'Sa,Jinx,Xayah,1157,292,257,0.53
K A I L K A L Y #hehe,vn,103,CHALLENGER,781.0,Karma,Janna,Thresh,719,331,284,0.54
An Hà Kiều #7012,vn,104,CHALLENGER,780.0,Zyra,Amumu,Karthus,1025,234,194,0.55
POWER #FCFG,vn,105,CHALLENGER,775.0,Graves,Irelia,Kai'Sa,90,263,210,0.56
swy #110,vn,106,CHALLENGER,775.0,Lee Sin,Gwen,Yone,934,108,68,0.61
Icy #Umee,vn,107,CHALLENGER,769.0,Soraka,Lulu,Janna,1510,169,123,0.58
n22 #032,vn,108,CHALLENGER,768.0,Zoe,Aurora,Neeko,1038,227,175,0.56
bbilowkey #nmn,vn,109,CHALLENGER,768.0,Lulu,Yuumi,Nami,767,229,184,0.55
SUPER WARRIOR #2k5,vn,11,CHALLENGER,1344.0,Jax,K'Sante,Ambessa,487,253,192,0.57
Its me ZEON #4846,vn,110,CHALLENGER,768.0,Nautilus,Alistar,Neeko,1476,419,379,0.53
tiphat #7272,vn,111,CHALLENGER,767.0,Graves,Viego,Lee Sin,357,199,150,0.57
loraine cat #2006,vn,112,CHALLENGER,767.0,Lee Sin,Graves,Viego,1011,558,527,0.51
Kat Arina #Kat A,vn,113,CHALLENGER,766.0,Katarina,Cho'Gath,K'Sante,1796,190,141,0.57
THE IMMORTAL #2003,vn,114,CHALLENGER,766.0,Graves,Volibear,Diana,667,233,189,0.55
das os gnim #hehe,vn,115,CHALLENGER,762.0,Corki,Aphelios,Tahm Kench,720,200,158,0.56
Ông Bầu Suneo #cxo,vn,116,CHALLENGER,762.0,Katarina,Lissandra,Evelynn,988,305,258,0.54
3bygang #NHP,vn,117,CHALLENGER,760.0,Sylas,Yone,K'Sante,876,155,108,0.59
abcdxyznmasad #4524,vn,118,CHALLENGER,758.0,Jinx,Ashe,Kai'Sa,1167,401,367,0.52
Trương Quang Bảo #Pon,vn,119,CHALLENGER,758.0,Gwen,Aatrox,Maokai,718,402,358,0.53
5 chợ lớn #2703,vn,12,CHALLENGER,1333.0,Annie,Aurelion Sol,Yone,460,247,182,0.58
The Batman #1088,vn,120,CHALLENGER,757.0,Aphelios,Varus,Corki,852,229,180,0.56
可爱 bé nampeo ạaa #2004,vn,121,CHALLENGER,755.0,Evelynn,Nami,Karma,932,155,112,0.58
Bắp Dưỡng Thê #cute,vn,122,CHALLENGER,755.0,Kai'Sa,Elise,Graves,819,151,89,0.63
sleeptight #VNN,vn,123,CHALLENGER,755.0,Lulu,Kai'Sa,Jinx,1039,179,132,0.58
Arshy #2610,vn,124,CHALLENGER,755.0,Lee Sin,K'Sante,Thresh,1670,178,138,0.56
Anjo Nala #0307,vn,125,CHALLENGER,752.0,Soraka,Lulu,Elise,1121,309,262,0.54
Ng tinh mua dong #Phuc3,vn,126,CHALLENGER,751.0,Kai'Sa,Jinx,Zoe,1007,445,405,0.52
chi yeu minh em #LNV,vn,127,CHALLENGER,750.0,Lulu,Viego,Taliyah,337,101,52,0.66
C 7 L #08102,vn,128,CHALLENGER,749.0,Lee Sin,Yone,Master Yi,383,269,217,0.55
Đức Ai Chơi #ĐAC66,vn,129,CHALLENGER,748.0,Shen,Skarner,Gragas,178,150,104,0.59
breakdownzzz #L21,vn,13,CHALLENGER,1229.0,Ezreal,Varus,Kai'Sa,508,142,63,0.69
Follow My Dreams #VIE,vn,130,CHALLENGER,745.0,Zoe,Kai'Sa,Aurora,693,276,200,0.58
Linhhh #1702,vn,131,CHALLENGER,743.0,Graves,Lee Sin,Viego,365,183,145,0.56
Zhou Zheng Dao #VN2,vn,132,CHALLENGER,743.0,Gwen,Viktor,Galio,522,106,58,0.65
Kiyopon #NDTin,vn,133,CHALLENGER,741.0,Diana,Graves,Sylas,484,221,171,0.56
千个伤心的理由 5 #99999,vn,134,CHALLENGER,740.0,Zeri,Jinx,Kai'Sa,946,289,249,0.54
구마유시 2005 #ADC,vn,135,CHALLENGER,739.0,Rell,Kai'Sa,Ashe,803,164,116,0.59
Beo #2O11,vn,136,CHALLENGER,739.0,Akshan,Sylas,Zoe,859,148,73,0.67
Kara no bot răm #172,vn,137,CHALLENGER,738.0,Lulu,Karma,Yuumi,571,245,204,0.55
say wazzup #1234,vn,138,CHALLENGER,738.0,Graves,Nautilus,Thresh,978,137,93,0.6
Yêu Nhân Trần #2301,vn,139,CHALLENGER,736.0,Elise,Viego,Kai'Sa,436,116,71,0.62
ZEN GiaQui #2103,vn,14,CHALLENGER,1215.0,Syndra,Viktor,Ahri,800,133,67,0.67
PingPongPong #Faker,vn,140,CHALLENGER,732.0,Kai'Sa,Poppy,Rell,923,221,182,0.55
cat goes meow #silly,vn,141,CHALLENGER,731.0,Nami,Lulu,Soraka,1329,226,190,0.54
Lê Quang Anh #Votri,vn,142,CHALLENGER,731.0,Kennen,Gnar,Gwen,418,257,225,0.53
L N M T #VN2,vn,143,CHALLENGER,730.0,Kai'Sa,Ashe,Ezreal,481,375,337,0.53
